Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Squat (Barbell)",1,135.0,5,0,0,"","",
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Squat (Barbell)",2,135.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Squat (Barbell)",3,135.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Squat (Barbell)",4,135.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Squat (Barbell)",5,135.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Overhead Press (Barbell)",1,65.0,5,0,0,"",,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Overhead Press (Barbell)",2,65.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Overhead Press (Barbell)",3,65.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Overhead Press (Barbell)",4,65.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Overhead Press (Barbell)",5,65.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Deadlift (Barbell)",1,135.0,5,0,0,"",,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Deadlift (Barbell)",2,135.0,5,0,0,,,
2021-03-10 19:49:56,"Squat Press Deadlift",42m,"Deadlift (Barbell)",3,135.0,5,0,0,,,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Push Up",1,0,6,0,0,"","",
2021-07-06 07:50:23,"Early Morning Workout",8m,"Push Up",2,0,6,0,0,,,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Push Up",3,0,6,0,0,,,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Pull Up",1,0,3,0,0,"",,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Pull Up",2,0,3,0,0,,,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Pull Up",3,0,1,0,0,,,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Crunch",1,0,12,0,0,"",,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Crunch",2,0,10,0,0,,,
2021-07-06 07:50:23,"Early Morning Workout",8m,"Crunch",3,0,5,0,0,,,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Push Up",1,0,7,0,0,"","",
2021-07-07 08:09:45,"Calisthenics #1",8m,"Push Up",2,0,7,0,0,,,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Push Up",3,0,7,0,0,,,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Pull Up",1,0,3,0,0,"",,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Pull Up",2,0,3,0,0,,,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Pull Up",3,0,2,0,0,,,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Crunch",1,0,10,0,0,"",,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Crunch",2,0,10,0,0,,,
2021-07-07 08:09:45,"Calisthenics #1",8m,"Crunch",3,0,10,0,0,,,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Push Up",1,0,8,0,0,"","",
2021-07-08 09:33:33,"Calisthenics #1",14m,"Push Up",2,0,8,0,0,,,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Push Up",3,0,8,0,0,,,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Pull Up",1,0,3,0,0,"",,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Pull Up",2,0,3,0,0,,,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Pull Up",3,0,3,0,0,,,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Crunch",1,0,11,0,0,"",,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Crunch",2,0,11,0,0,,,
2021-07-08 09:33:33,"Calisthenics #1",14m,"Crunch",3,0,11,0,0,,,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Push Up",1,0,9,0,0,"","",
2021-07-12 08:48:58,"Calisthenics #1",16m,"Push Up",2,0,9,0,0,,,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Push Up",3,0,9,0,0,,,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Pull Up",1,0,3,0,0,"",,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Pull Up",2,0,3,0,0,,,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Pull Up",3,0,3,0,0,,,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Crunch",1,0,12,0,0,"",,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Crunch",2,0,12,0,0,,,
2021-07-12 08:48:58,"Calisthenics #1",16m,"Crunch",3,0,12,0,0,,,
2021-07-15 08:24:56,"Calisthenics #1",7m,"Push Up",1,0,10,0,0,"","",
2021-07-15 08:24:56,"Calisthenics #1",7m,"Push Up",2,0,10,0,0,,,
2021-07-15 08:24:56,"Calisthenics #1",7m,"Push Up",3,0,10,0,0,,,
2021-07-15 08:24:56,"Calisthenics #1",7m,"Pull Up",1,0,3,0,0,"",,
2021-07-15 08:24:56,"Calisthenics #1",7m,"Pull Up",2,0,3,0,0,,,
2021-07-15 08:24:56,"Calisthenics #1",7m,"Pull Up",3,0,3,0,0,,,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Push Up",1,0,11,0,0,"","",
2021-07-19 09:56:29,"Calisthenics #1",20m,"Push Up",2,0,11,0,0,,,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Push Up",3,0,11,0,0,,,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Pull Up",1,0,3,0,0,"",,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Pull Up",2,0,3,0,0,,,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Pull Up",3,0,3,0,0,,,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Crunch",1,0,13,0,0,"",,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Crunch",2,0,13,0,0,,,
2021-07-19 09:56:29,"Calisthenics #1",20m,"Crunch",3,0,13,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Squat (Barbell)",1,135.0,5,0,0,"","",
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Squat (Barbell)",2,135.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Squat (Barbell)",3,135.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Squat (Barbell)",4,135.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Squat (Barbell)",5,135.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Overhead Press (Barbell)",1,65.0,5,0,0,"",,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Overhead Press (Barbell)",2,65.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Overhead Press (Barbell)",3,65.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Overhead Press (Barbell)",4,65.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Overhead Press (Barbell)",5,65.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Deadlift (Barbell)",1,135.0,5,0,0,"",,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Deadlift (Barbell)",2,135.0,5,0,0,,,
2021-08-29 14:09:23,"Squat Press Deadlift",1h 1m,"Deadlift (Barbell)",3,135.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Squat (Barbell)",1,145.0,5,0,0,"","",
2021-08-31 19:32:35,"Squat Bench",51m,"Squat (Barbell)",2,145.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Squat (Barbell)",3,145.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Squat (Barbell)",4,145.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Squat (Barbell)",5,145.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Bench Press (Barbell)",1,115.0,5,0,0,"",,
2021-08-31 19:32:35,"Squat Bench",51m,"Bench Press (Barbell)",2,115.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Bench Press (Barbell)",3,115.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Bench Press (Barbell)",4,115.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Bench Press (Barbell)",5,115.0,5,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Incline Bench Press (Dumbbell)",1,35.0,8,0,0,"",,
2021-08-31 19:32:35,"Squat Bench",51m,"Incline Bench Press (Dumbbell)",2,35.0,8,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Incline Bench Press (Dumbbell)",3,35.0,8,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Pull Up",1,0,3,0,0,"",,
2021-08-31 19:32:35,"Squat Bench",51m,"Pull Up",2,0,2,0,0,,,
2021-08-31 19:32:35,"Squat Bench",51m,"Rowing (Machine)",1,0,0,1.5,446,"",,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Squat (Barbell)",1,155.0,5,0,0,"","",
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Squat (Barbell)",2,155.0,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Squat (Barbell)",3,155.0,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Squat (Barbell)",4,155.0,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Squat (Barbell)",5,155.0,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",1,74.99999999999999,5,0,0,"",,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",2,74.99999999999999,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",3,74.99999999999999,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",4,74.99999999999999,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",5,74.99999999999999,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Deadlift (Barbell)",1,155.0,5,0,0,"",,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Deadlift (Barbell)",2,155.0,5,0,0,,,
2021-09-02 17:29:22,"Squat Press Deadlift",53m,"Deadlift (Barbell)",3,155.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Squat (Barbell)",1,165.0,5,0,0,"","",
2021-09-05 12:23:20,"Squat Bench",31m,"Squat (Barbell)",2,165.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Squat (Barbell)",3,165.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Squat (Barbell)",4,165.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Squat (Barbell)",5,195.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Bench Press (Barbell)",1,125.0,5,0,0,"",,
2021-09-05 12:23:20,"Squat Bench",31m,"Bench Press (Barbell)",2,125.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Bench Press (Barbell)",3,125.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Bench Press (Barbell)",4,125.0,5,0,0,,,
2021-09-05 12:23:20,"Squat Bench",31m,"Bench Press (Barbell)",5,125.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Squat (Barbell)",1,175.0,5,0,0,"","",
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Squat (Barbell)",2,175.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Squat (Barbell)",3,175.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Squat (Barbell)",4,175.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Squat (Barbell)",5,175.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Overhead Press (Barbell)",1,85.0,5,0,0,"",,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Overhead Press (Barbell)",2,85.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Overhead Press (Barbell)",3,85.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Overhead Press (Barbell)",4,85.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Overhead Press (Barbell)",5,85.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Deadlift (Barbell)",1,175.0,5,0,0,"",,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Deadlift (Barbell)",2,175.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Deadlift (Barbell)",3,175.0,5,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Pull Up",1,0,3,0,0,"",,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Pull Up",2,0,3,0,0,,,
2021-09-07 14:08:27,"Squat Press Deadlift",1h 14m,"Pull Up",3,0,3,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Squat (Barbell)",1,185.00000000000003,5,0,0,"","",
2021-09-09 15:47:33,"Squat Bench",51m,"Squat (Barbell)",2,185.00000000000003,5,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Squat (Barbell)",3,185.00000000000003,5,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Squat (Barbell)",4,185.00000000000003,5,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Squat (Barbell)",5,185.00000000000003,5,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Bench Press (Barbell)",1,135.0,5,0,0,"",,
2021-09-09 15:47:33,"Squat Bench",51m,"Bench Press (Barbell)",2,135.0,5,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Bench Press (Barbell)",3,135.0,5,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Bench Press (Barbell)",4,135.0,5,0,0,,,
2021-09-09 15:47:33,"Squat Bench",51m,"Bench Press (Barbell)",5,135.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Squat (Barbell)",1,195.0,5,0,0,"","",
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Squat (Barbell)",2,195.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Squat (Barbell)",3,195.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Squat (Barbell)",4,195.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Squat (Barbell)",5,195.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Overhead Press (Barbell)",1,95.0,5,0,0,"",,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Overhead Press (Barbell)",2,95.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Overhead Press (Barbell)",3,95.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Overhead Press (Barbell)",4,95.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Overhead Press (Barbell)",5,95.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Deadlift (Barbell)",1,195.0,5,0,0,"",,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Deadlift (Barbell)",2,195.0,5,0,0,,,
2021-09-13 14:42:11,"Squat Press Deadlift",1h 4m,"Deadlift (Barbell)",3,195.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Squat (Barbell)",1,205.0,5,0,0,"","",
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Squat (Barbell)",2,205.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Squat (Barbell)",3,205.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Squat (Barbell)",4,205.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Squat (Barbell)",5,205.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Bench Press (Barbell)",1,140.0,5,0,0,"",,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Bench Press (Barbell)",2,140.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Bench Press (Barbell)",3,140.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Bench Press (Barbell)",4,140.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Bench Press (Barbell)",5,140.0,5,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Incline Bench Press (Dumbbell)",1,40.0,8,0,0,"",,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Incline Bench Press (Dumbbell)",2,40.0,8,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Incline Bench Press (Dumbbell)",3,40.0,8,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Lateral Raise (Dumbbell)",1,5.0,10,0,0,"",,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Lateral Raise (Dumbbell)",2,5.0,10,0,0,,,
2021-09-15 12:16:51,"Squat Bench",1h 5m,"Lateral Raise (Dumbbell)",3,5.0,10,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Squat (Barbell)",1,215.0,5,0,0,"","",
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Squat (Barbell)",2,215.0,5,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Squat (Barbell)",3,215.0,5,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Squat (Barbell)",4,215.0,5,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Squat (Barbell)",5,215.0,5,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",1,100.0,5,0,0,"",,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",2,100.0,5,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",3,100.0,5,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",4,100.0,5,0,0,,,
2021-09-21 16:52:01,"Squat Press Deadlift",53m,"Overhead Press (Barbell)",5,105.0,5,0,0,,,
2021-09-23 16:22:42,"Squat Bench",25m,"Bench Press (Barbell)",1,145.0,5,0,0,"","",
2021-09-23 16:22:42,"Squat Bench",25m,"Bench Press (Barbell)",2,145.0,5,0,0,,,
2021-09-23 16:22:42,"Squat Bench",25m,"Bench Press (Barbell)",3,145.0,5,0,0,,,
2021-09-23 16:22:42,"Squat Bench",25m,"Bench Press (Barbell)",4,145.0,5,0,0,,,
2021-09-23 16:22:42,"Squat Bench",25m,"Bench Press (Barbell)",5,145.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Squat (Barbell)",1,225.0,5,0,0,"","",
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Squat (Barbell)",2,225.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Squat (Barbell)",3,225.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Squat (Barbell)",4,225.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Squat (Barbell)",5,225.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Overhead Press (Barbell)",1,105.0,5,0,0,"",,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Overhead Press (Barbell)",2,105.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Overhead Press (Barbell)",3,105.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Overhead Press (Barbell)",4,105.0,5,0,0,,,
2021-09-27 17:35:01,"Squat Press Deadlift",49m,"Overhead Press (Barbell)",5,105.0,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Squat (Barbell)",1,225.0,5,0,0,"","",
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Squat (Barbell)",2,225.0,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Squat (Barbell)",3,225.0,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Squat (Barbell)",4,225.0,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Squat (Barbell)",5,225.0,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Bench Press (Barbell)",1,149.99999999999997,5,0,0,"",,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Bench Press (Barbell)",2,149.99999999999997,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Bench Press (Barbell)",3,149.99999999999997,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Bench Press (Barbell)",4,149.99999999999997,5,0,0,,,
2021-10-01 18:29:53,"Squat Bench",1h 3m,"Bench Press (Barbell)",5,149.99999999999997,5,0,0,,,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Overhead Press (Barbell)",1,110.0,5,0,0,"","",
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Overhead Press (Barbell)",2,110.0,5,0,0,,,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Overhead Press (Barbell)",3,110.0,5,0,0,,,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Overhead Press (Barbell)",4,110.0,5,0,0,,,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Overhead Press (Barbell)",5,110.0,5,0,0,,,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Deadlift (Barbell)",1,225.0,3,0,0,"",,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Deadlift (Barbell)",2,255.0,3,0,0,,,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Deadlift (Barbell)",3,275.0,3,0,0,,,
2021-10-04 07:54:32,"Squat Press Deadlift",1h 13m,"Deadlift (Barbell)",4,225.0,5,0,0,,,
2021-10-06 14:09:05,"Squat Bench",39m,"Bench Press (Barbell)",1,155.0,5,0,0,"","",
2021-10-06 14:09:05,"Squat Bench",39m,"Bench Press (Barbell)",2,155.0,5,0,0,,,
2021-10-06 14:09:05,"Squat Bench",39m,"Bench Press (Barbell)",3,155.0,5,0,0,,,
2021-10-06 14:09:05,"Squat Bench",39m,"Bench Press (Barbell)",4,155.0,5,0,0,,,
2021-10-06 14:09:05,"Squat Bench",39m,"Bench Press (Barbell)",5,155.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Squat (Barbell)",1,225.0,5,0,0,"","",
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Squat (Barbell)",2,225.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Squat (Barbell)",3,225.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Squat (Barbell)",4,225.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Squat (Barbell)",5,225.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Overhead Press (Barbell)",1,115.0,4,0,0,"",,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Overhead Press (Barbell)",2,110.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Overhead Press (Barbell)",3,110.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Overhead Press (Barbell)",4,110.0,5,0,0,,,
2021-10-08 16:37:01,"Squat Press Deadlift",1h 9m,"Overhead Press (Barbell)",5,110.0,5,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Deadlift (Barbell)",1,225.0,3,0,0,"","",
2021-10-12 18:20:52,"Evening Workout",48m,"Deadlift (Barbell)",2,275.0,3,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Deadlift (Barbell)",3,295.0,3,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Deadlift (Barbell)",4,295.0,3,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Deadlift (Barbell)",5,295.0,3,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Deadlift (Barbell)",6,255.0,5,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Bent Over Row (Barbell)",1,115.0,5,0,0,"",,
2021-10-12 18:20:52,"Evening Workout",48m,"Bent Over Row (Barbell)",2,135.0,8,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Bent Over Row (Barbell)",3,135.0,8,0,0,,,
2021-10-12 18:20:52,"Evening Workout",48m,"Bent Over Row (Barbell)",4,135.0,8,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Squat (Barbell)",1,235.0,5,0,0,"","",
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Squat (Barbell)",2,235.0,5,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Squat (Barbell)",3,235.0,5,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Squat (Barbell)",4,235.0,5,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Squat (Barbell)",5,235.0,5,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Overhead Press (Barbell)",1,115.0,5,0,0,"",,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Overhead Press (Barbell)",2,115.0,5,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Overhead Press (Barbell)",3,115.0,5,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Overhead Press (Barbell)",4,115.0,5,0,0,,,
2021-10-15 13:21:08,"Midday Workout",1h 13m,"Overhead Press (Barbell)",5,115.0,4,0,0,,,
2021-10-18 19:19:19,"Evening Workout",55m,"Deadlift (Barbell)",1,275.0,3,0,0,"","",
2021-10-18 19:19:19,"Evening Workout",55m,"Deadlift (Barbell)",2,295.0,1,0,0,,,
2021-10-18 19:19:19,"Evening Workout",55m,"Deadlift (Barbell)",3,315.0,1,0,0,,,
2021-10-18 19:19:19,"Evening Workout",55m,"Deadlift (Barbell)",4,305.0,3,0,0,,,
2021-10-18 19:19:19,"Evening Workout",55m,"Deadlift (Barbell)",5,305.0,3,0,0,,,
2021-10-18 19:19:19,"Evening Workout",55m,"Deadlift (Barbell)",6,305.0,3,0,0,,,
2021-10-18 19:19:19,"Evening Workout",55m,"Bent Over One Arm Row (Dumbbell)",1,60.0,8,0,0,"",,
2021-10-18 19:19:19,"Evening Workout",55m,"Bent Over One Arm Row (Dumbbell)",2,60.0,8,0,0,,,
2021-10-18 19:19:19,"Evening Workout",55m,"Bent Over One Arm Row (Dumbbell)",3,60.0,8,0,0,,,
