Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Chest Fly (Dumbbell)",1,25.0,12,0,0,"",,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Chest Fly (Dumbbell)",2,25.0,12,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Chest Fly (Dumbbell)",3,25.0,11,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Chest Fly (Dumbbell)",4,25.0,10,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Overhead Press (Barbell)",1,95.0,12,0,0,"",,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Overhead Press (Barbell)",2,95.0,11,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Overhead Press (Barbell)",3,95.0,10,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Pull Up",1,0,9,0,0,"",,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Pull Up",2,0,8,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Pull Up",3,0,6,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Triceps Dip",1,0,8,0,0,"",,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Triceps Dip",2,0,8,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Triceps Dip",3,0,7,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Incline Curl (Dumbbell)",1,20.0,7,0,0,"",,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Incline Curl (Dumbbell)",2,15.0,12,0,0,,,
2022-08-04 18:13:22,"Juggernaut Thursday",1h 8m,"Incline Curl (Dumbbell)",3,15.0,11,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Tempo Stiff Legged Deadlift",1,245.00000000000003,6,0,0,"","",
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Tempo Stiff Legged Deadlift",2,245.00000000000003,6,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Tempo Stiff Legged Deadlift",3,245.00000000000003,6,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Squat (Barbell)",1,255.0,10,0,0,"",,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Squat (Barbell)",2,255.0,10,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"ATG Split Squat",1,30.0,8,0,0,"",,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"ATG Split Squat",2,30.0,8,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Nordic",1,0.0,5,0,0,"",,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Nordic",2,10.0,8,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Nordic",3,10.0,8,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Reverse Hyperextension",1,50.0,21,0,0,"",,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Reverse Hyperextension",2,50.0,21,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Ab Wheel",1,0,10,0,0,"",,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Ab Wheel",2,0,10,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Incline Curl (Dumbbell)",1,20.0,14,0,0,"",,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Incline Curl (Dumbbell)",2,20.0,10,0,0,,,
2022-08-06 14:01:54,"Juggernaut Saturday",1h 42m,"Incline Curl (Dumbbell)",3,15.0,11,0,0,,,
2022-08-06 17:43:22,"Afternoon Workout",12m,"Push Up",1,0,25,0,0,"","",
2022-08-06 17:43:22,"Afternoon Workout",12m,"Push Up",2,0,21,0,0,,,
2022-08-06 17:43:22,"Afternoon Workout",12m,"Push Up",3,0,23,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Bench Press (Dumbbell)",1,60.0,11,0,0,"","",
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Bench Press (Dumbbell)",2,55.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Bench Press (Dumbbell)",3,55.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Bench Press (Dumbbell)",4,55.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Bench Press (Dumbbell)",5,55.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Bench Press (Dumbbell)",6,55.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Underhand Chest Supported Row",1,55.0,10,0,0,"",,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Underhand Chest Supported Row",2,55.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Arnold Press (Dumbbell)",1,40.0,10,0,0,"",,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Arnold Press (Dumbbell)",2,40.0,9,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Arnold Press (Dumbbell)",3,40.0,8,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Arnold Press (Dumbbell)",4,40.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Pull Up",1,0,9,0,0,"",,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Pull Up",2,0,9,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Pull Up",3,0,9,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Pull Up",4,0,8,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Chest Fly (Dumbbell)",1,20.0,15,0,0,"",,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Chest Fly (Dumbbell)",2,20.0,12,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Chest Fly (Dumbbell)",3,20.0,8,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Chest Fly (Dumbbell)",4,20.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",1,20.0,10,0,0,"",,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",2,20.0,7,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",3,15.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",4,15.0,8,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Triceps Extension",1,65.0,12,0,0,"",,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Triceps Extension",2,65.0,10,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Triceps Extension",3,65.0,8,0,0,,,
2022-08-08 18:35:10,"Evening Workout",1h 8m,"Triceps Extension",4,65.0,8,0,0,,,
2022-08-10 19:51:06,"Juggernaut Tuesday",29m,"Squat (Barbell)",1,225.0,5,0,0,"","",
2022-08-10 19:51:06,"Juggernaut Tuesday",29m,"Squat (Barbell)",2,225.0,5,0,0,,,
2022-08-10 19:51:06,"Juggernaut Tuesday",29m,"Squat (Barbell)",3,225.0,5,0,0,,,
2022-08-10 19:51:06,"Juggernaut Tuesday",29m,"Deadlift (Barbell)",1,275.0,6,0,0,"",,
2022-08-10 19:51:06,"Juggernaut Tuesday",29m,"Deadlift (Barbell)",2,275.0,6,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Squat (Barbell)",1,265.0,11,0,0,"","",
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Squat (Barbell)",2,245.00000000000003,10,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Deadlift (Barbell)",1,275.0,12,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Deadlift (Barbell)",2,275.0,8,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Bench Press (Dumbbell)",1,74.99999999999999,9,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Bench Press (Dumbbell)",2,70.0,9,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Bench Press (Dumbbell)",3,70.0,6,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Pull Up",1,0,16,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Pull Up",2,0,8,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Pull Up",3,0,6,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Chest Fly (Dumbbell)",1,20.0,15,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Chest Fly (Dumbbell)",2,20.0,14,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Incline Curl (Dumbbell)",1,20.0,7,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Incline Curl (Dumbbell)",2,15.0,10,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Triceps Extension",1,65.0,12,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Triceps Extension",2,65.0,10,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Squat (Barbell)",1,265.0,11,0,0,"","",
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Squat (Barbell)",2,245.00000000000003,10,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Deadlift (Barbell)",1,275.0,12,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Deadlift (Barbell)",2,275.0,8,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Bench Press (Dumbbell)",1,74.99999999999999,9,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Bench Press (Dumbbell)",2,70.0,9,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Bench Press (Dumbbell)",3,70.0,6,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Pull Up",1,0,16,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Pull Up",2,0,8,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Pull Up",3,0,6,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Chest Fly (Dumbbell)",1,20.0,15,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Chest Fly (Dumbbell)",2,20.0,14,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Incline Curl (Dumbbell)",1,20.0,7,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Incline Curl (Dumbbell)",2,15.0,10,0,0,,,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Triceps Extension",1,65.0,12,0,0,"",,
2022-08-12 16:39:03,"Afternoon Workout",1h 24m,"Triceps Extension",2,65.0,10,0,0,,,
2022-09-05 09:18:13,"Morning Workout",23m,"Pull Up",1,0,11,0,0,"","",
2022-09-05 09:18:13,"Morning Workout",23m,"Pull Up",2,0,6,0,0,,,
2022-09-05 09:18:13,"Morning Workout",23m,"Pull Up",3,0,7,0,0,,,
2022-09-05 09:18:13,"Morning Workout",23m,"Pull Up",4,0,6,0,0,,,
2022-09-05 09:18:13,"Morning Workout",23m,"Push Up",1,0,10,0,0,"",,
2022-09-05 09:18:13,"Morning Workout",23m,"Push Up",2,0,6,0,0,,,
2022-09-05 09:18:13,"Morning Workout",23m,"Push Up",3,0,6,0,0,,,
2022-09-05 09:18:13,"Morning Workout",23m,"Push Up",4,0,5,0,0,,,
2022-09-05 09:18:13,"Morning Workout",23m,"Inverted Row (Bodyweight)",1,0,8,0,0,"",,
2022-09-06 16:54:19,"Afternoon Workout",24m,"Squat (Barbell)",1,185.00000000000003,6,0,0,"","",
2022-09-06 16:54:19,"Afternoon Workout",24m,"Squat (Barbell)",2,185.00000000000003,6,0,0,,,
2022-09-06 16:54:19,"Afternoon Workout",24m,"Squat (Barbell)",3,185.00000000000003,6,0,0,,,
2022-09-06 16:54:19,"Afternoon Workout",24m,"Lunge (Dumbbell)",1,20.0,10,0,0,"",,
2022-09-06 16:54:19,"Afternoon Workout",24m,"Lunge (Dumbbell)",2,20.0,10,0,0,,,
2022-09-06 16:54:19,"Afternoon Workout",24m,"Glute Ham Raise",1,0.0,12,0,0,"",,
2022-09-06 16:54:19,"Afternoon Workout",24m,"Glute Ham Raise",2,2.0,15,0,0,,,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Bench Press - Close Grip (Barbell)",1,160.0,6,0,0,"","",
2022-09-08 14:47:06,"Afternoon Workout",24m,"Bench Press - Close Grip (Barbell)",2,160.0,6,0,0,,,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Bench Press - Close Grip (Barbell)",3,160.0,6,0,0,,,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Pull Up",1,0,8,0,0,"",,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Pull Up",2,0,8,0,0,,,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Pull Up",3,0,8,0,0,,,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Pull Up",4,0,5,0,0,,,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Triceps Extension",1,60.0,11,0,0,"",,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Triceps Extension",2,60.0,11,0,0,,,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Incline Curl (Dumbbell)",1,15.0,12,0,0,"",,
2022-09-08 14:47:06,"Afternoon Workout",24m,"Incline Curl (Dumbbell)",2,15.0,10,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Incline Bench Press (Dumbbell)",1,50.0,10,0,0,"","",
2022-09-11 09:00:58,"Morning Workout",44m,"Incline Bench Press (Dumbbell)",2,50.0,10,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Incline Bench Press (Dumbbell)",3,50.0,10,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Incline Bench Press (Dumbbell)",4,50.0,10,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Incline Row (Dumbbell)",1,50.0,10,0,0,"",,
2022-09-11 09:00:58,"Morning Workout",44m,"Incline Row (Dumbbell)",2,50.0,10,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Arnold Press (Dumbbell)",1,27.5,8,0,0,"",,
2022-09-11 09:00:58,"Morning Workout",44m,"Arnold Press (Dumbbell)",2,27.5,6,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Arnold Press (Dumbbell)",3,27.5,6,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Arnold Press (Dumbbell)",4,27.5,6,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Pendlay Row (Barbell)",1,125.0,12,0,0,"",,
2022-09-11 09:00:58,"Morning Workout",44m,"Pendlay Row (Barbell)",2,125.0,10,0,0,,,
2022-09-11 09:00:58,"Morning Workout",44m,"Pendlay Row (Barbell)",3,125.0,10,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Squat (Barbell)",1,185.00000000000003,10,0,0,"","",
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Squat (Barbell)",2,185.00000000000003,10,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Squat (Barbell)",3,185.00000000000003,10,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Deadlift (Barbell)",1,245.00000000000003,8,0,0,"",,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Deadlift (Barbell)",2,245.00000000000003,8,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"ATG Split Squat",1,20.0,8,0,0,"",,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"ATG Split Squat",2,20.0,8,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Nordic",1,30.0,8,0,0,"",,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Nordic",2,30.0,6,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Chest Fly (Dumbbell)",1,20.0,12,0,0,"",,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Chest Fly (Dumbbell)",2,20.0,14,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Chest Fly (Dumbbell)",3,20.0,12,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Reverse Hyperextension",1,50.0,15,0,0,"",,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Reverse Hyperextension",2,50.0,15,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Incline Curl (Dumbbell)",1,15.0,13,0,0,"",,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Incline Curl (Dumbbell)",2,15.0,10,0,0,,,
2022-09-13 17:34:12,"Afternoon Workout",1h 2m,"Incline Curl (Dumbbell)",3,15.0,10,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Bent Over One Arm Row (Dumbbell)",1,65.0,14,0,0,"","",
2022-09-15 18:09:24,"Evening Workout",58m,"Bent Over One Arm Row (Dumbbell)",2,65.0,13,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Bent Over One Arm Row (Dumbbell)",3,65.0,12,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Bent Over One Arm Row (Dumbbell)",4,65.0,10,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Bench Press (Barbell)",1,135.0,10,0,0,"",,
2022-09-15 18:09:24,"Evening Workout",58m,"Bench Press (Barbell)",2,145.0,12,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Chest Fly (Dumbbell)",1,20.0,14,0,0,"",,
2022-09-15 18:09:24,"Evening Workout",58m,"Chest Fly (Dumbbell)",2,20.0,12,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Chest Fly (Dumbbell)",3,20.0,10,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Arnold Press (Dumbbell)",1,40.0,8,0,0,"",,
2022-09-15 18:09:24,"Evening Workout",58m,"Arnold Press (Dumbbell)",2,40.0,8,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Arnold Press (Dumbbell)",3,40.0,8,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Incline Curl (Dumbbell)",1,20.0,12,0,0,"",,
2022-09-15 18:09:24,"Evening Workout",58m,"Incline Curl (Dumbbell)",2,20.0,8,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Incline Curl (Dumbbell)",3,15.0,10,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Incline Curl (Dumbbell)",4,12.0,12,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Pull Up",1,0,6,0,0,"",,
2022-09-15 18:09:24,"Evening Workout",58m,"Pull Up",2,0,4,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Pull Up",3,0,2,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Triceps Extension",1,65.0,12,0,0,"",,
2022-09-15 18:09:24,"Evening Workout",58m,"Triceps Extension",2,65.0,8,0,0,,,
2022-09-15 18:09:24,"Evening Workout",58m,"Triceps Extension",3,60.0,8,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Tempo Stiff Legged Deadlift",1,225.0,6,0,0,"","",
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Tempo Stiff Legged Deadlift",2,225.0,8,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Squat (Barbell)",1,215.0,10,0,0,"",,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Squat (Barbell)",2,215.0,10,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Step Up (Weighted)",1,60.0,10,0,0,"",,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Step Up (Weighted)",2,65.0,10,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Reverse Hyperextension",1,50.0,20,0,0,"",,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Reverse Hyperextension",2,50.0,20,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Nordic",1,30.0,15,0,0,"",,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Nordic",2,30.0,15,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Ab Wheel",1,0,10,0,0,"",,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Ab Wheel",2,0,10,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Ab Wheel",3,0,10,0,0,,,
2022-09-18 12:43:10,"Midday Workout",1h 23m,"Ab Wheel",4,0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Bench Press (Dumbbell)",1,60.0,10,0,0,"","",
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Bench Press (Dumbbell)",2,60.0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Bench Press (Dumbbell)",3,60.0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Bench Press (Dumbbell)",4,60.0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Row (Dumbbell)",1,60.0,10,0,0,"",,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Row (Dumbbell)",2,60.0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Row (Dumbbell)",3,60.0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Arnold Press (Dumbbell)",1,40.0,7,0,0,"",,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Arnold Press (Dumbbell)",2,40.0,7,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Arnold Press (Dumbbell)",3,40.0,7,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Pendlay Row (Barbell)",1,135.0,10,0,0,"",,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Pendlay Row (Barbell)",2,135.0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Pendlay Row (Barbell)",3,135.0,10,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Chest Dip",1,0,8,0,0,"",,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Chest Dip",2,0,8,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Chest Dip",3,0,8,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Curl (Dumbbell)",1,20.0,10,0,0,"",,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Curl (Dumbbell)",2,15.0,13,0,0,,,
2022-09-19 17:28:06,"Hypertrophy Day 1",54m,"Incline Curl (Dumbbell)",3,15.0,10,0,0,,,
2022-09-21 19:41:10,"Hypertrophy Day 2",44m,"Squat (Barbell)",1,225.0,10,0,0,"","",
2022-09-21 19:41:10,"Hypertrophy Day 2",44m,"Squat (Barbell)",2,225.0,10,0,0,,,
2022-09-21 19:41:10,"Hypertrophy Day 2",44m,"Squat (Barbell)",3,225.0,10,0,0,,,
2022-09-21 19:41:10,"Hypertrophy Day 2",44m,"Squat (Barbell)",4,225.0,10,0,0,,,
2022-09-21 19:41:10,"Hypertrophy Day 2",44m,"Deadlift (Barbell)",1,255.0,8,0,0,"",,
2022-09-21 19:41:10,"Hypertrophy Day 2",44m,"Deadlift (Barbell)",2,255.0,8,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bent Over One Arm Row (Dumbbell)",1,70.0,15,0,0,"","",
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bent Over One Arm Row (Dumbbell)",2,70.0,14,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bent Over One Arm Row (Dumbbell)",3,70.0,13,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bent Over One Arm Row (Dumbbell)",4,70.0,12,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bent Over One Arm Row (Dumbbell)",5,70.0,10,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bench Press (Barbell)",1,155.0,10,0,0,"",,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bench Press (Barbell)",2,155.0,10,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Bench Press (Barbell)",3,155.0,10,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Chest Fly (Dumbbell)",1,20.0,16,0,0,"",,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Chest Fly (Dumbbell)",2,20.0,14,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Chest Fly (Dumbbell)",3,20.0,12,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Chest Fly (Dumbbell)",4,20.0,10,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Arnold Press (Dumbbell)",1,40.0,10,0,0,"",,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Arnold Press (Dumbbell)",2,40.0,8,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Arnold Press (Dumbbell)",3,40.0,8,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Pull Up",1,0,8,0,0,"",,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Pull Up",2,0,6,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Pull Up",3,0,4,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Triceps Extension",1,65.0,12,0,0,"",,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Triceps Extension",2,65.0,10,0,0,,,
2022-09-22 15:35:10,"Hypertrophy Day 3",59m,"Triceps Extension",3,65.0,8,0,0,,,
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Tempo Stiff Legged Deadlift",1,245.00000000000003,6,0,0,"","",
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Tempo Stiff Legged Deadlift",2,245.00000000000003,6,0,0,,,
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Tempo Stiff Legged Deadlift",3,245.00000000000003,6,0,0,,,
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Squat (Barbell)",1,205.0,10,0,0,"",,
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Squat (Barbell)",2,205.0,10,0,0,,,
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Step Up (Weighted)",1,60.0,10,0,0,"",,
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Step Up (Weighted)",2,60.0,10,0,0,,,
2022-09-24 11:43:50,"Hypertrophy Day 4",1h 31m,"Reverse Hyperextension",1,50.0,22,0,0,"",,
